# aŋ / 0 / 126
  aŋ	102
  ?	24

# a / 2 / 92
  a	69
  ?	21
  ak	2

# ə / 1 / 74
  ə	53
  ?	16
  ən	1
  əp	1
  um	1
  ək	1
  əŋ	1

# ək / 3 / 57
  ək	41
  ?	9
  əp	2
  ə	2
  up	1
  ak	1
  ik	1

# at / 8 / 57
  at	42
  ?	10
  et	2
  ap	1
  aŋ	1
  it	1

# ak / 10 / 50
  ak	31
  ?	12
  a	5
  ə	1
  u	1

# u / 6 / 46
  u	34
  ?	9
  uk	2
  aw	1

# eŋ / 7 / 45
  eŋ	32
  ?	11
  en	1
  in	1

# əj / 5 / 43
  əj	22
  ?	15
  ər	3
  ij	3

# a / 11 / 43
  a	31
  ?	10
  ak	2

# ə / 9 / 39
  ə	20
  ?	11
  ək	6
  əŋ	1
  ar	1

# aj / 12 / 38
  aj	29
  ?	9

# in / 4 / 36
  in	14
  iŋ	13
  ?	9

# oŋ / 13 / 36
  oŋ	23
  ?	10
  um	1
  iw	1
  uŋ	1

# ij / 15 / 35
  ij	16
  əj	8
  ?	6
  ur	2
  ər	2
  it	1

# əŋ / 17 / 33
  əŋ	26
  əm	3
  ?	3
  um	1

# u / 14 / 32
  u	19
  ?	12
  iw	1

# aw / 16 / 32
  aw	15
  ?	12
  awk	3
  ew	1
  ewk	1

# ok / 19 / 30
  ok	26
  ?	4

# awk / 21 / 27
  awk	10
  ?	9
  aw	5
  ewk	3

# an / 18 / 25
  an	9
  ar	8
  ?	7
  on	1

# uŋ / 22 / 23
  uŋ	12
  əm	3
  ?	2
  um	2
  oŋ	1
  u	1
  əŋ	1
  o	1

# o / 25 / 22
  o	13
  ?	6
  ok	2
  oŋ	1

# uk / 31 / 19
  uk	13
  ?	5
  iwk	1

# əm / 20 / 18
  əm	12
  ?	5
  im	1

# ar / 23 / 18
  ar	18

# it / 24 / 18
  it	8
  ik	5
  ?	5

# an / 26 / 16
  an	13
  ?	2
  en	1

# ek / 27 / 16
  ek	10
  ?	3
  ewk	1
  ik	1
  e	1

# ij / 30 / 16
  ij	13
  ?	2
  əj	1

# o / 35 / 15
  o	12
  ?	3

# it / 32 / 14
  it	8
  et	2
  ij	2
  ap	1
  ?	1

# a / 33 / 14
  a	7
  ak	4
  ?	3

# uj / 28 / 13
  uj	9
  ur	2
  ?	2

# ewk / 36 / 13
  ewk	6
  aj	4
  iw	1
  ?	1
  iwk	1

# e / 29 / 12
  e	10
  ?	2

# ap / 37 / 12
  ap	5
  ip	3
  əp	3
  ?	1

# ut / 38 / 12
  ut	5
  up	3
  it	2
  uj	1
  əp	1

# ən / 39 / 12
  ən	6
  ər	4
  ar	1
  ?	1

# am / 49 / 12
  am	8
  ?	3
  om	1

# aj / 34 / 11
  aj	9
  a	1
  ?	1

# u / 41 / 11
  u	6
  ?	4
  ak	1

# ot / 44 / 11
  ot	7
  ?	4

# oŋ / 55 / 11
  oŋ	8
  ?	2
  uŋ	1

# ak / 40 / 10
  ak	5
  a	3
  ?	2

# ew / 42 / 10
  ew	5
  ?	3
  iw	2

# on / 47 / 10
  on	7
  en	2
  ?	1

# ur / 48 / 10
  ur	6
  un	2
  ?	2

# a / 61 / 10
  a	7
  ?	2
  ak	1

# eŋ / 50 / 9
  eŋ	7
  ?	2

# up / 53 / 9
  up	2
  ut	2
  ?	2
  əp	1
  in	1
  it	1

# in / 54 / 9
  in	4
  ?	3
  iŋ	2

# un / 63 / 9
  un	6
  ər	2
  ?	1

# an / 43 / 8
  an	3
  ar	3
  ?	1
  e	1

# uk / 45 / 8
  uk	4
  ək	2
  ?	1
  u	1

# an / 56 / 8
  an	2
  un	2
  ar	2
  en	1
  ?	1

# əj / 69 / 8
  əj	4
  ij	2
  ər	1
  ?	1

# ək / 46 / 7
  ək	4
  ə	3

# uj / 62 / 7
  uj	5
  or	1
  ?	1

# ? / 64 / 7
  ?	5
  iwk	1
  u	1

# u / 65 / 7
  u	4
  ?	3

# iw / 67 / 7
  iw	4
  ?	2
  uk	1

# o / 70 / 7
  o	5
  ?	2

# ? / 81 / 7
  ?	3
  ek	2
  ok	2

# ij / 51 / 6
  ij	2
  ?	2
  ər	2

# aj / 52 / 6
  aj	4
  ar	2

# it / 58 / 6
  it	5
  at	1

# ət / 59 / 6
  ət	3
  əj	1
  ?	1
  əp	1

# ak / 60 / 6
  ak	4
  ?	2

# ut / 66 / 6
  ut	6

# aw / 68 / 6
  aw	4
  ?	2

# u / 72 / 6
  u	3
  ?	2
  uk	1

# it / 57 / 5
  it	4
  əj	1

# an / 71 / 5
  an	2
  ar	2
  ?	1

# en / 78 / 5
  en	4
  ?	1

# ? / 82 / 5
  ?	3
  oŋ	2

# əp / 85 / 5
  əp	2
  up	1
  ?	1
  op	1

# ən / 89 / 5
  ən	3
  ur	1
  ər	1

# ? / 91 / 5
  ?	3
  aw	1
  ew	1

# o / 93 / 5
  o	2
  ?	2
  ok	1

# ut / 95 / 5
  ut	3
  ət	1
  əp	1

# aj / 73 / 4
  aj	4

# in / 74 / 4
  in	2
  ən	1
  iŋ	1

# ? / 75 / 4
  ?	2
  it	1
  ik	1

# u / 76 / 4
  u	2
  uk	1
  ?	1

# on / 84 / 4
  on	3
  ?	1

# ? / 87 / 4
  ?	3
  aw	1

# ər / 96 / 4
  ər	4

# ? / 100 / 4
  ?	2
  oŋ	2

# ? / 103 / 4
  ?	2
  ot	1
  or	1

# oŋ / 104 / 4
  oŋ	4

# in / 105 / 4
  in	3
  en	1

# ? / 109 / 4
  ?	2
  ur	1
  or	1

# om / 113 / 4
  om	1
  am	1
  əm	1
  ?	1

# en / 77 / 3
  en	2
  er	1

# iw / 79 / 3
  iw	3

# uj / 80 / 3
  uj	3

# et / 83 / 3
  et	2
  it	1

# ? / 86 / 3
  ?	2
  aw	1

# un / 88 / 3
  un	3

# a / 92 / 3
  a	2
  ?	1

# ej / 97 / 3
  ej	1
  ij	1
  ?	1

# an / 101 / 3
  an	2
  ar	1

# aŋ / 102 / 3
  aŋ	3

# a / 106 / 3
  a	3

# oŋ / 107 / 3
  oŋ	2
  ?	1

# ər / 108 / 3
  ər	2
  ?	1

# ən / 110 / 3
  ən	1
  ?	1
  e	1

# in / 114 / 3
  in	2
  it	1

# ? / 115 / 3
  ?	2
  ewk	1

# it / 129 / 3
  it	1
  ij	1
  ?	1

# ej / 130 / 3
  ej	1
  er	1
  ar	1

# ot / 131 / 3
  ot	2
  ?	1

# am / 132 / 3
  am	2
  ?	1

# ek / 133 / 3
  ek	2
  ?	1

# u / 134 / 3
  u	2
  ?	1

# ən / 135 / 3
  ən	2
  ər	1

# aŋ / 90 / 2
  aŋ	2

# at / 94 / 2
  at	2

# ut / 98 / 2
  ut	1
  ?	1

# aŋ / 99 / 2
  aŋ	2

# on / 111 / 2
  on	1
  ?	1

# ə / 112 / 2
  ə	2

# iw / 116 / 2
  iw	2

# at / 117 / 2
  at	2

# iwk / 118 / 2
  iwk	2

# ? / 119 / 2
  ?	1
  u	1

# ? / 120 / 2
  ?	2

# ak / 121 / 2
  ak	2

# ər / 122 / 2
  ər	2

# ip / 123 / 2
  ip	2

# ər / 124 / 2
  ər	2

# əm / 125 / 2
  əm	2

# om / 126 / 2
  om	1
  em	1

# əj / 127 / 2
  əj	1
  ər	1

# an / 128 / 2
  an	2

# im / 136 / 2
  im	2

# ? / 137 / 2
  ?	2

# ? / 138 / 2
  ?	2

# om / 139 / 2
  om	1
  ?	1

# on / 140 / 2
  on	1
  or	1

# ət / 141 / 2
  ət	1
  ?	1

# ek / 142 / 2
  ek	2

# ? / 143 / 2
  ?	2

# un / 144 / 2
  un	2

# aŋ / 145 / 2
  aŋ	2

# an / 146 / 2
  an	1
  ar	1

# ar / 147 / 2
  ar	1
  aj	1

# it / 148 / 2
  it	1
  ?	1

# ən / 149 / 2
  ən	1
  ?	1

# ən / 150 / 2
  ən	1
  ?	1

# ot / 151 / 2
  ot	2

# oj / 152 / 2
  oj	1
  or	1

# uŋ / 153 / 2
  uŋ	2

# ? / 154 / 2
  ?	2

# u / 155 / 2
  u	2

# ? / 156 / 2
  ?	2

# am / 157 / 2
  am	1
  ?	1

# up / 158 / 2
  up	1
  ?	1

# ek / 159 / 2
  ek	1
  ik	1

# ? / 160 / 2
  ?	2

# ar / 161 / 2
  ar	2

# aj / 162 / 2
  aj	2

# im / 163 / 2
  im	2

# ? / 164 / 2
  ?	2

# ej / 165 / 2
  ej	1
  ?	1

# on / 166 / 2
  on	2

# o / 167 / 2
  o	1
  ok	1

# u / 168 / 2
  u	2

# aŋ / 169 / 2
  aŋ	2

# uŋ / 170 / 2
  uŋ	2

# en / 171 / 2
  en	2

# ? / 172 / 2
  ?	1
  ok	1

# ewk / 173 / 2
  ewk	1
  ?	1

# iw / 174 / 2
  iw	1
  ?	1

# ? / 175 / 2
  ?	2

# aw / 176 / 2
  aw	2

# əp / 177 / 2
  əp	2

# en / 178 / 2
  en	2

# o / 179 / 2
  o	1
  ok	1

# ij / 180 / 1
  ij	1

# ? / 181 / 1
  ?	1

# e / 182 / 1
  e	1

# iwk / 183 / 1
  iwk	1

# oj / 184 / 1
  oj	1

# a / 185 / 1
  a	1

# an / 186 / 1
  an	1

# ? / 187 / 1
  ?	1

# un / 188 / 1
  un	1

# ej / 189 / 1
  ej	1

# en / 190 / 1
  en	1

# a / 191 / 1
  a	1

# ek / 192 / 1
  ek	1

# an / 193 / 1
  an	1

# ? / 194 / 1
  ?	1

# ? / 195 / 1
  ?	1

# eŋ / 196 / 1
  eŋ	1

# eŋ / 197 / 1
  eŋ	1

# ə / 198 / 1
  ə	1

# ur / 199 / 1
  ur	1

# ok / 200 / 1
  ok	1

# ? / 201 / 1
  ?	1

# ? / 202 / 1
  ?	1

# ? / 203 / 1
  ?	1

# ? / 204 / 1
  ?	1

# a / 205 / 1
  a	1

# ? / 206 / 1
  ?	1

# aŋ / 207 / 1
  aŋ	1

# ə / 208 / 1
  ə	1

# əŋ / 209 / 1
  əŋ	1

# ok / 210 / 1
  ok	1

# it / 211 / 1
  it	1

# ap / 212 / 1
  ap	1

# ? / 213 / 1
  ?	1

# am / 214 / 1
  am	1

# ur / 215 / 1
  ur	1

# o / 216 / 1
  o	1

# ? / 217 / 1
  ?	1

# in / 218 / 1
  in	1

# ? / 219 / 1
  ?	1

# em / 220 / 1
  em	1

# a / 221 / 1
  a	1

# ? / 222 / 1
  ?	1

